Rk,School,G,W,L,W.L.,SRS,SOS,W.1,L.1,W.2,L.2,W.3,L.3,Tm.,Opp.,X.,MP,FG,FGA,FG.,X3P,X3PA,X3P.,FT,FTA,FT.,ORB,TRB,AST,STL,BLK,TOV,PF
285,Southeastern Louisiana,33,17,16,.515,-7.30,-6.01,12,6,9,5,7,9,2224,2228,,1320,765,1735,.441,235,696,.338,459,640,.717,346,1117,452,215,80,536,602
286,Southern California,33,16,17,.485,8.18,4.91,8,10,12,5,2,9,2518,2410,,1340,937,2039,.460,281,735,.382,363,563,.645,324,1188,536,202,117,392,590
287,SIU Edwardsville,31,10,21,.323,-14.42,-5.00,6,12,7,8,2,11,2265,2520,,1280,794,1898,.418,201,665,.302,476,677,.703,351,1079,382,198,70,438,612
288,Southern Illinois,32,17,15,.531,1.59,0.03,10,8,9,6,7,7,2194,2144,,1280,802,1720,.466,213,570,.374,377,550,.685,289,1081,438,212,129,447,474
289,Southern Methodist,32,15,17,.469,5.68,4.00,6,12,10,8,3,7,2303,2249,,1280,833,1884,.442,263,772,.341,374,523,.715,365,1135,441,189,123,350,515
290,Southern Mississippi,32,20,12,.625,3.94,-0.38,11,7,11,3,7,6,2324,2070,,1290,876,1875,.467,265,683,.388,307,469,.655,271,1151,540,248,109,338,496
291,Southern Utah,32,16,16,.500,-9.44,-6.44,9,11,10,3,4,12,2426,2423,,1295,838,1887,.444,260,752,.346,490,686,.714,268,1163,404,192,103,438,660
292,Southern,32,7,25,.219,-16.74,-7.32,6,12,6,5,1,18,2077,2360,,1285,752,1711,.440,180,544,.331,393,588,.668,313,980,372,216,86,511,716
293,St. Bonaventure,33,18,15,.545,3.69,0.45,12,6,9,5,6,7,2197,2090,,1345,802,1858,.432,201,616,.326,392,529,.741,323,1141,408,197,157,410,537
294,St. Francis (NY),32,17,15,.531,-9.91,-8.41,9,9,11,3,6,11,2273,2239,,1285,814,1926,.423,259,777,.333,386,570,.677,338,1163,369,189,129,403,613
295,St. John's (NY),33,21,12,.636,8.77,6.04,8,10,11,4,4,7,2558,2468,,1335,922,2031,.454,281,778,.361,433,597,.725,252,1076,463,290,110,341,628
296,Stanford,31,15,16,.484,6.17,5.27,8,10,10,4,4,9,2255,2227,,1245,808,1782,.453,207,652,.317,432,643,.672,322,1148,392,186,148,467,586
297,Stephen F. Austin,30,14,16,.467,-10.66,-5.59,7,11,10,6,3,9,2105,2161,,1210,745,1696,.439,201,588,.342,414,607,.682,313,1008,348,192,113,442,579
298,Stetson,31,7,24,.226,-15.09,-3.54,3,13,7,8,0,16,2151,2429,,1245,794,1962,.405,215,684,.314,348,503,.692,359,1110,418,210,94,394,536
299,Stony Brook,32,24,8,.750,-2.06,-6.67,12,4,10,4,13,3,2285,2106,,1290,790,1872,.422,224,687,.326,481,671,.717,401,1303,358,199,132,458,601
300,Syracuse,33,20,13,.606,14.69,10.66,10,8,13,6,6,4,2301,2168,,1325,787,1855,.424,262,794,.330,465,683,.681,356,1146,396,273,158,410,576
301,Temple,32,23,9,.719,8.44,4.75,13,5,13,2,8,5,2395,2277,,1300,845,1927,.439,240,726,.331,465,636,.731,304,1097,463,277,72,357,558
302,Tennessee-Martin,31,12,19,.387,-10.90,-4.28,6,12,10,4,1,14,2356,2486,,1250,854,1915,.446,250,726,.344,398,528,.754,351,1062,441,223,88,418,490
303,Tennessee State,30,9,21,.300,-11.60,-3.14,6,12,6,7,3,14,2182,2332,,1210,751,1739,.432,240,716,.335,440,628,.701,317,1032,342,219,78,497,735
304,Tennessee Tech,31,8,23,.258,-14.64,-2.88,4,14,5,10,3,13,2104,2350,,1250,742,1784,.416,213,620,.344,407,645,.631,330,1122,389,226,134,517,554
305,Tennessee,33,29,4,.879,23.18,9.99,15,3,18,0,7,3,2717,2250,,1335,991,1988,.498,225,629,.358,510,669,.762,344,1244,608,201,179,363,575
306,Texas A&M-Corpus Christi,32,14,18,.438,-8.67,-5.24,9,9,9,7,5,9,2126,2124,,1290,774,1803,.429,202,621,.325,376,541,.695,349,1159,423,197,90,456,610
307,Texas A&M,32,14,18,.438,7.53,8.90,6,12,9,8,3,7,2253,2297,,1280,806,1842,.438,204,663,.308,437,631,.693,372,1195,376,215,142,444,521
308,Texas-Arlington,32,17,15,.531,-0.04,1.06,12,6,9,5,7,10,2220,2230,,1305,758,1844,.411,227,740,.307,477,642,.743,360,1196,409,206,95,453,606
309,Texas Christian,33,20,13,.606,13.38,9.50,7,11,12,5,3,7,2445,2317,,1340,886,1936,.458,254,722,.352,419,611,.686,354,1197,535,233,145,454,531
310,Texas-El Paso,29,8,21,.276,-7.92,-1.40,3,15,8,8,0,13,1859,2001,,1170,638,1592,.401,199,621,.320,384,580,.662,285,1070,306,135,83,466,551
311,Texas-Rio Grande Valley,35,19,16,.543,-1.18,-0.97,9,7,10,8,8,7,2475,2456,,1410,836,2006,.417,187,590,.317,616,885,.696,343,1154,461,327,95,449,734
312,Texas-San Antonio,32,17,15,.531,1.01,0.37,11,7,11,4,5,7,2481,2407,,1295,896,2068,.433,294,855,.344,395,536,.737,323,1216,420,213,82,402,581
313,Texas Southern,34,21,13,.618,-6.46,-7.46,14,4,10,2,10,10,2719,2645,,1365,942,2095,.450,248,771,.322,587,881,.666,421,1333,517,271,99,520,609
314,Texas State,33,24,9,.727,2.20,-2.67,12,6,11,3,10,5,2389,2117,,1330,846,1905,.444,238,723,.329,459,673,.682,395,1249,481,227,82,440,647
315,Texas Tech,32,26,6,.813,21.45,7.63,14,4,17,1,6,3,2339,1897,,1285,837,1774,.472,232,630,.368,433,595,.728,282,1092,429,232,157,396,567
316,Texas,32,16,16,.500,15.53,11.78,8,10,12,6,2,8,2264,2144,,1290,801,1848,.433,272,799,.340,390,550,.709,317,1081,407,197,131,351,540
317,Toledo,32,25,7,.781,8.91,0.71,13,5,14,2,8,4,2473,2178,,1290,878,1931,.455,316,832,.380,401,520,.771,322,1249,526,165,146,393,502
318,Towson,32,10,22,.313,-8.07,-3.20,6,12,5,8,4,8,2170,2294,,1310,810,1860,.435,180,550,.327,370,531,.697,389,1183,318,154,94,390,562
319,Troy,30,12,18,.400,-5.85,-0.74,5,13,8,8,4,10,2179,2242,,1210,773,1719,.450,236,704,.335,397,550,.722,277,1021,392,171,135,408,523
320,Tulane,31,4,27,.129,-6.85,3.51,0,18,3,12,0,11,2082,2403,,1240,733,1784,.411,213,670,.318,403,585,.689,298,1130,444,147,109,467,535
321,Tulsa,32,18,14,.563,4.60,3.81,8,10,14,3,3,8,2296,2271,,1290,776,1732,.448,222,652,.340,522,751,.695,239,1119,430,176,76,404,529
322,UCLA,33,17,16,.515,7.24,6.84,9,9,13,5,3,7,2580,2567,,1335,919,2012,.457,256,721,.355,486,768,.633,380,1361,472,194,135,467,563
323,Utah State,34,28,6,.824,12.79,0.86,15,3,14,1,9,4,2692,2271,,1370,940,1983,.474,267,752,.355,543,727,.747,366,1368,583,211,142,428,632
324,Utah Valley,33,24,9,.727,3.62,-2.05,12,4,13,1,8,7,2548,2324,,1320,879,1808,.486,268,695,.386,522,720,.725,286,1178,447,192,81,447,580
325,Utah,31,17,14,.548,6.20,5.17,11,7,10,5,6,5,2343,2311,,1245,805,1735,.464,298,806,.370,435,616,.706,317,1096,440,144,80,409,549
326,Valparaiso,33,15,18,.455,-3.14,-0.75,7,11,8,7,5,8,2205,2187,,1335,802,1783,.450,185,585,.316,416,595,.699,294,1115,431,202,101,439,546
327,Vanderbilt,32,9,23,.281,3.92,8.14,0,18,8,10,1,10,2180,2315,,1285,736,1750,.421,230,739,.311,478,710,.673,325,1139,371,154,126,454,568
328,Vermont,33,27,6,.818,4.91,-4.65,14,2,15,2,11,4,2439,2067,,1330,841,1834,.459,257,729,.353,500,665,.752,300,1161,390,186,133,361,541
329,Villanova,34,25,9,.735,15.42,8.04,13,5,13,2,5,6,2532,2281,,1375,840,1912,.439,361,1023,.353,491,675,.727,357,1200,485,184,103,371,558
330,Virginia Commonwealth,32,25,7,.781,12.61,2.77,16,2,16,1,8,4,2286,1971,,1290,801,1811,.442,229,745,.307,455,652,.698,347,1174,444,255,145,446,634
331,VMI,32,11,21,.344,-10.25,0.33,4,14,8,7,2,13,2433,2617,,1290,843,1973,.427,323,898,.360,424,581,.730,280,1110,442,217,61,390,541
332,Virginia Tech,32,24,8,.750,19.89,7.99,12,6,14,2,5,5,2368,1987,,1290,824,1732,.476,307,779,.394,413,545,.758,285,1043,491,213,74,363,489
333,Virginia,32,29,3,.906,26.69,9.90,16,2,15,1,10,1,2299,1762,,1285,820,1715,.478,271,662,.409,388,520,.746,284,1112,464,180,122,289,469
334,Wagner,30,13,17,.433,-12.75,-7.39,8,10,7,7,6,10,1974,2044,,1205,655,1696,.386,236,773,.305,428,575,.744,378,1095,351,184,108,414,639
335,Wake Forest,31,11,20,.355,1.95,9.20,4,14,8,8,1,10,2119,2344,,1250,714,1812,.394,197,640,.308,494,681,.725,399,1174,329,150,77,417,555
336,Washington State,32,11,21,.344,-1.66,2.21,4,14,9,7,2,8,2393,2517,,1280,833,1861,.448,301,828,.364,426,564,.755,276,1076,476,165,93,440,554
337,Washington,34,26,8,.765,11.84,6.40,15,3,15,1,7,4,2374,2189,,1365,835,1845,.453,254,734,.346,450,648,.694,322,1076,397,305,193,452,625
338,Weber State,33,18,15,.545,-4.24,-5.98,11,9,10,5,5,7,2617,2454,,1330,920,1934,.476,249,684,.364,528,708,.746,220,1177,382,180,140,382,608
339,West Virginia,34,14,20,.412,7.27,11.00,4,14,10,6,0,10,2487,2614,,1380,841,2034,.413,253,798,.317,552,808,.683,489,1338,454,210,118,535,684
340,Western Carolina,32,7,25,.219,-8.94,0.67,4,14,4,8,3,14,2304,2563,,1295,792,1744,.454,296,800,.370,424,628,.675,303,1135,389,135,53,577,671
341,Western Illinois,31,10,21,.323,-9.88,-5.02,4,12,7,6,2,14,2198,2272,,1245,818,1859,.440,241,626,.385,321,440,.730,254,1100,319,165,132,353,488
342,Western Kentucky,34,20,14,.588,3.42,1.25,11,7,10,4,6,8,2429,2355,,1380,853,1910,.447,199,608,.327,524,724,.724,338,1256,417,235,174,466,527
343,Western Michigan,32,8,24,.250,-5.88,1.86,2,16,5,9,2,14,2246,2439,,1300,774,1822,.425,228,723,.315,470,681,.690,345,1197,373,147,78,490,564
344,Wichita State,33,19,14,.576,6.82,5.30,10,8,10,4,4,7,2333,2283,,1325,828,2037,.406,247,797,.310,430,592,.726,411,1247,452,158,111,391,638
345,William & Mary,31,14,17,.452,-4.48,-1.78,10,8,9,5,5,11,2321,2385,,1265,841,1773,.474,254,735,.346,385,576,.668,251,1057,529,158,146,390,516
346,Winthrop,30,18,12,.600,-2.88,-3.73,10,6,11,3,7,8,2499,2358,,1210,855,1878,.455,372,997,.373,417,565,.738,330,1232,460,134,83,456,534
347,Wisconsin,33,23,10,.697,19.11,11.47,14,6,12,3,8,5,2279,2027,,1345,854,1885,.453,235,642,.366,336,518,.649,269,1162,421,169,139,314,496
348,Wofford,33,29,4,.879,13.78,0.12,18,0,15,1,11,3,2739,2165,,1330,997,2022,.493,364,874,.416,381,545,.699,350,1176,507,227,99,359,557
349,Wright State,34,21,13,.618,3.16,-1.34,13,5,15,2,5,7,2492,2290,,1365,860,1970,.437,271,793,.342,501,681,.736,371,1198,476,209,71,393,532
350,Wyoming,32,8,24,.250,-9.41,0.53,4,14,6,10,1,11,2105,2411,,1285,690,1656,.417,248,720,.344,477,660,.723,167,983,331,176,88,450,588
351,Xavier,33,18,15,.545,9.70,8.43,9,9,12,5,4,7,2372,2330,,1335,862,1843,.468,231,694,.333,417,608,.686,343,1192,488,179,125,430,518
352,Yale,28,21,7,.750,5.27,-1.73,10,4,10,2,8,5,2256,2038,,1135,834,1687,.494,217,586,.370,371,512,.725,244,1090,484,168,121,376,476
353,Youngstown State,32,12,20,.375,-7.69,-1.96,8,10,6,7,5,11,2415,2526,,1305,879,2059,.427,303,893,.339,354,505,.701,418,1209,449,210,115,423,656
