Rk,School,G,W,L,W.L.,SRS,SOS,W.1,L.1,W.2,L.2,W.3,L.3,Tm.,Opp.,X.,MP,FG,FGA,FG.,X3P,X3PA,X3P.,FT,FTA,FT.,ORB,TRB,AST,STL,BLK,TOV,PF
1,Abilene Christian,31,25,6,0.806,-1.32,-7.91,14,4,13,2,10,4,2312,1956,,1250,828,1750,0.473,235,605,0.388,421,590,0.714,306,1030,488,266,85,372,584
2,Air Force,30,13,17,0.433,-3.99,1.01,8,10,9,6,3,9,2042,2162,,1220,754,1666,0.453,217,655,0.331,317,467,0.679,236,998,397,145,52,397,510
3,Akron,31,16,15,0.516,5.35,1.07,8,10,13,3,1,10,2145,1974,,1245,756,1838,0.411,276,874,0.316,357,509,0.701,305,1134,379,175,96,362,526
4,Alabama A&M,32,5,27,0.156,-19.1,-8.25,4,14,4,7,0,18,1938,2285,,1295,736,1807,0.407,182,576,0.316,284,453,0.627,314,1025,384,234,49,487,587
5,Alabama-Birmingham,31,18,13,0.581,0.52,-1.24,10,8,11,5,6,5,2178,2089,,1250,805,1779,0.453,209,621,0.337,359,537,0.669,321,1135,365,197,72,356,517
6,Alabama State,29,11,18,0.379,-15.73,-7.59,9,9,8,3,2,13,1962,2106,,1170,668,1652,0.404,204,635,0.321,422,638,0.661,338,1020,292,189,98,420,526
7,Alabama,31,17,14,0.548,10.37,9.44,8,10,10,5,4,8,2252,2223,,1240,786,1761,0.446,222,653,0.34,458,685,0.669,340,1159,381,138,148,422,536
8,Albany (NY),32,12,20,0.375,-9.05,-6.38,7,9,6,8,6,10,2150,2216,,1300,728,1750,0.416,274,790,0.347,420,564,0.745,294,1083,402,195,78,454,566
9,Alcorn State,30,10,20,0.333,-21.77,-8.92,6,12,10,3,0,16,1929,2108,,1205,685,1666,0.411,205,632,0.324,354,526,0.673,322,1045,380,226,102,475,527
10,American,30,15,15,0.5,-3.84,-6.87,9,9,8,7,6,8,2161,2070,,1220,780,1643,0.475,190,583,0.326,411,589,0.698,251,1013,401,221,131,386,520
11,Appalachian State,31,11,20,0.355,-3.29,0.35,6,12,9,5,2,11,2477,2450,,1250,853,1881,0.453,280,784,0.357,491,688,0.714,304,1100,396,166,85,406,571
12,Arizona State,30,21,9,0.7,10.45,5.62,12,6,13,3,6,5,2332,2187,,1215,799,1787,0.447,218,646,0.337,516,772,0.668,366,1203,411,188,94,410,598
13,Arizona,31,17,14,0.548,8.94,6.46,8,10,12,5,4,7,2204,2127,,1250,771,1804,0.427,230,677,0.34,432,601,0.719,313,1077,386,162,67,358,577
14,Little Rock,31,10,21,0.323,-4.51,-1.71,5,13,7,9,3,12,2301,2353,,1250,817,1687,0.484,206,581,0.355,461,703,0.656,244,1060,443,169,87,503,622
15,Arkansas-Pine Bluff,31,13,18,0.419,-14.25,-8.01,10,8,8,2,4,16,2056,2210,,1260,701,1631,0.43,189,554,0.341,465,682,0.682,310,1034,359,210,106,468,607
16,Arkansas State,31,13,18,0.419,-6.5,-0.7,7,11,10,4,2,12,2292,2400,,1270,770,1836,0.419,230,680,0.338,522,708,0.737,388,1174,355,179,133,443,669
17,Arkansas,31,17,14,0.548,12.5,9.02,8,10,12,6,4,7,2365,2257,,1250,828,1846,0.449,237,687,0.345,472,712,0.663,319,1049,491,252,149,412,625
18,Army,32,13,19,0.406,-7.15,-4.32,8,10,10,4,3,13,2268,2305,,1280,837,1956,0.428,272,864,0.315,322,471,0.684,259,1125,499,198,50,376,544
19,Auburn,31,22,9,0.71,20.02,9.75,11,7,15,2,4,6,2482,2123,,1250,857,1909,0.449,343,915,0.375,425,603,0.705,383,1097,453,284,150,390,573
20,Austin Peay,33,22,11,0.667,0.73,-4.27,13,5,10,2,8,7,2712,2413,,1335,973,2060,0.472,268,702,0.382,498,705,0.706,397,1215,454,252,110,392,595
21,Ball State,31,15,16,0.484,3.84,1.68,6,12,7,7,7,7,2331,2220,,1260,834,1776,0.47,189,578,0.327,474,674,0.703,287,1167,395,209,114,448,541
22,Baylor,31,19,12,0.613,13.31,8.15,10,8,13,5,5,6,2227,2067,,1245,791,1795,0.441,245,723,0.339,400,594,0.673,414,1187,431,193,147,410,584
23,Belmont,31,26,5,0.839,8.69,-3.51,16,2,13,1,12,3,2710,2290,,1250,987,1976,0.499,325,870,0.374,411,557,0.738,275,1205,616,212,117,360,481
24,Bethune-Cookman,30,14,16,0.467,-11.32,-9.32,9,7,11,4,3,12,2219,2165,,1210,806,1829,0.441,197,609,0.323,410,669,0.613,395,1227,429,223,108,478,588
25,Binghamton,32,10,22,0.313,-13.1,-4.67,5,11,5,11,5,11,2101,2292,,1280,773,1793,0.431,266,764,0.348,289,449,0.644,238,1040,316,179,148,400,464
26,Boise State,31,12,19,0.387,3.67,1,7,11,8,7,3,10,2229,2129,,1250,799,1705,0.469,239,682,0.35,392,547,0.717,231,965,372,185,63,354,542
27,Boston College,30,14,16,0.467,6.96,8.62,5,13,10,8,2,8,2126,2176,,1220,747,1749,0.427,212,662,0.32,420,604,0.695,315,1102,370,155,99,369,489
28,Boston University,33,15,18,0.455,-6.25,-5.03,7,11,7,7,8,10,2385,2387,,1325,922,1922,0.48,221,639,0.346,320,468,0.684,311,1091,447,199,73,425,578
29,Bowling Green State,31,20,11,0.645,4.36,0.74,12,6,14,2,5,8,2425,2256,,1250,857,1944,0.441,248,697,0.356,463,688,0.673,375,1279,400,211,83,378,547
30,Bradley,34,20,14,0.588,-0.16,-1.35,9,9,10,6,5,8,2264,2209,,1365,790,1822,0.434,231,632,0.366,453,654,0.693,311,1169,410,183,128,430,595
31,Brigham Young,32,19,13,0.594,6.66,3.82,11,5,13,3,5,8,2527,2436,,1295,878,1877,0.468,226,684,0.33,545,750,0.727,263,1116,482,203,107,354,626
32,Brown,30,19,11,0.633,0.01,-3.31,7,7,12,3,7,8,2209,2045,,1210,759,1714,0.443,231,685,0.337,460,649,0.709,255,1099,385,229,114,427,565
33,Bryant,30,10,20,0.333,-14.82,-7.29,7,11,8,6,2,13,2088,2314,,1200,709,1680,0.422,230,708,0.325,440,618,0.712,285,969,319,158,79,383,575
34,Bucknell,32,21,11,0.656,1.28,-2.79,13,5,11,3,7,7,2454,2324,,1285,843,1873,0.45,298,854,0.349,470,628,0.748,279,1130,503,169,115,397,603
35,Buffalo,31,28,3,0.903,15.53,2.13,16,2,14,0,12,3,2634,2198,,1245,943,2036,0.463,298,876,0.34,450,650,0.692,392,1259,532,231,122,374,565
36,Butler,31,16,15,0.516,10.67,8.6,7,11,12,4,2,9,2241,2177,,1250,812,1824,0.445,273,778,0.351,344,465,0.74,277,1009,403,182,61,339,551
37,Cal Poly,29,6,23,0.207,-13.43,-3.02,2,14,4,8,1,14,1930,2183,,1185,706,1715,0.412,225,687,0.328,293,452,0.648,284,975,301,147,99,334,544
38,Cal State Bakersfield,30,16,14,0.533,-4,-1.85,7,9,9,4,5,9,2141,2122,,1215,787,1835,0.429,206,621,0.332,361,543,0.665,426,1115,353,198,95,389,659
39,Cal State Fullerton,30,14,16,0.467,-2.15,-0.62,10,6,9,3,4,11,2176,2127,,1220,780,1706,0.457,170,524,0.324,446,638,0.699,244,1095,379,175,98,399,566
40,Cal State Northridge,32,13,19,0.406,-6.26,-3.26,7,9,7,9,4,10,2449,2538,,1295,911,1967,0.463,221,605,0.365,406,641,0.633,331,1145,481,202,143,393,597
41,California Baptist,30,16,14,0.533,-3.58,-3.85,7,9,8,6,8,6,2348,2185,,1220,816,1813,0.45,280,779,0.359,436,557,0.783,298,1131,339,146,82,364,610
42,UC-Davis,30,11,19,0.367,-5.73,-0.94,7,9,7,6,3,12,1967,2053,,1215,703,1610,0.437,200,605,0.331,361,504,0.716,211,898,363,190,65,398,573
43,UC-Irvine,32,27,5,0.844,5.46,-2.48,15,1,12,2,13,2,2321,2041,,1300,859,1888,0.455,219,612,0.358,384,560,0.686,383,1296,426,179,138,384,605
44,UC-Riverside,32,10,22,0.313,-10.57,-3.01,4,12,7,7,2,14,2109,2216,,1285,776,1733,0.448,274,722,0.38,283,410,0.69,272,1016,418,161,56,414,552
45,UC-Santa Barbara,30,21,9,0.7,-0.85,-5.17,10,6,12,3,7,6,2221,1982,,1210,782,1711,0.457,192,563,0.341,465,651,0.714,361,1132,416,151,98,335,527
46,University of California,30,8,22,0.267,-3.12,5.58,3,15,7,9,1,10,2070,2331,,1205,723,1688,0.428,199,570,0.349,425,588,0.723,247,880,328,215,92,341,559
47,Campbell,32,20,12,0.625,-3.24,-4.55,12,4,12,4,5,7,2426,2244,,1285,840,1843,0.456,307,892,0.344,439,580,0.757,260,1023,469,209,103,325,510
48,Canisius,32,15,17,0.469,-8.51,-4.57,11,7,5,8,9,5,2250,2376,,1295,798,1834,0.435,256,791,0.324,398,575,0.692,300,1026,466,204,108,412,626
